uid,area,gerente,fecha,banda,calificacion,salario,seguro,vales
R-8170,Assembly,Tyrell Herrmann  ,41960,Banda 15,3,13802,1104.16,1242.18
R08435,Software,Mayme Gorney  ,41706,Banda 15,3,12033,962.64,1804.95
L07947,Hardware,Geraldo Marty  ,42305,Banda 16,5,25176.25,1258.8125,3021.15
L08113,Assembly,Veola Frase  ,42224,Banda 15,3,13211,1188.99,1056.88
R07829,Assembly,Margarete Sauer  ,41977,Banda 15,3,12620,631,757.2
R-7943,Software,Tyrell Herrmann  ,42914,Banda 16,3,18771,1501.68,2815.65
L-7616,Hardware,Idell Ding  ,40762,Banda 15,2,12877.2,1287.72,386.316
G-8246,Software,Tanner Cambridge  ,42171,Banda 20,5,125436.25,7526.175,5017.45
A07500,Recursos Humanos,Kandace Navin  ,41541,Banda 16,4,19847.3,1587.784,1786.257
R-8042,Assembly,Quinn Coller  ,42529,Banda 15,3,12652,632.6,1265.2
R-8160,Hardware,Shannan Dingess  ,41506,Banda 17,3,24528,2452.8,1962.24
R-7949,Assembly,Nena Custis  ,40851,Banda 19,4,50884.9,5088.49,6615.037
R07462,Software,Gaylord Damian  ,42710,Banda 16,3,16497,1319.76,1154.79
A-7378,Hardware,Enrique Kehrer  ,41476,Banda 15,4,16413.1,984.786,1641.31
A07470,Assembly,Quinn Coller  ,42875,Banda 15,2,8970.3,897.03,1166.139
L07894,Assembly,Audrea Franke  ,41971,Banda 15,3,8443,844.3,759.87
R-8082,Assembly,Alysia Thaxton  ,40677,Banda 18,2,27276.3,2182.104,1091.052
G-8100,RESO,Daysi Armas  ,41037,Banda 15,5,15167.5,1061.725,1820.1
R-7698,Assembly,Lyla Falzone  ,41230,Banda 18,3,34892,2791.36,2093.52
L-7506,Software,Nathalie Boettcher  ,40681,Banda 15,5,18385,1654.65,2206.2
G08490,Software,Lean Hersom  ,41748,Banda 17,3,26130,2613,2090.4
R07406,Hardware,Edwardo Hardrick  ,42665,Banda 17,3,27492,2199.36,824.76
G-8255,Assembly,Tanner Cambridge  ,40800,Banda 17,4,33382.8,2336.796,1001.484
R-8118,Assembly,Elton Verrier  ,41713,Banda 15,4,11301.4,904.112,791.098
L-7701,Hardware,Lean Hersom  ,41803,Banda 20,3,82309,5761.63,8230.9
L-8009,Assembly,Wade Landen  ,43014,Banda 15,2,7272.9,363.645,800.019
G07623,Software,Gabrielle Merriman  ,42010,Banda 16,3,17177,1030.62,2404.78
A08038,Software,January Heslop  ,40961,Banda 19,3,49547,4954.7,4459.23
A-8170,Hardware,Margareta Schwing  ,42354,Banda 17,2,21344.4,2134.44,1494.108
L07672,Software,Jeane Putney  ,42184,Banda 15,5,18565,928.25,2599.1
G08372,Software,Enrique Kehrer  ,42440,Banda 15,4,8944.1,804.969,357.764
R-8340,Software,Audrea Franke  ,41387,Banda 15,2,9520.2,761.616,666.414
G08500,Administration,Enrique Kehrer  ,41594,Banda 16,2,20664.9,1446.543,1033.245
R-7852,Software,Lindsey Eckel  ,40589,Banda 16,5,17906.25,1432.5,537.1875
A08202,Software,Wade Landen  ,41257,Banda 17,2,26974.8,1348.74,2967.228
L08272,Hardware,Marinda Skelley  ,42106,Banda 15,1,10936.5,656.19,1421.745
L07421,Assembly,Ladawn Karner  ,42213,Banda 15,4,11508.2,920.656,1150.82
A08478,Administration,Ladawn Karner  ,40571,Banda 15,5,15657.5,782.875,1409.175
R07706,Marketing,Jeane Putney  ,40549,Banda 15,3,8203,656.24,328.12
A07310,Assembly,Laverna Goble  ,40591,Banda 15,2,13490.1,1214.109,134.901
A-8088,Marketing,Ladawn Karner  ,41109,Banda 16,3,16331,1633.1,1633.1
L07837,Software,Gabrielle Merriman  ,41158,Banda 20,2,101032.2,6061.932,12123.864
L08075,Business Services,Adelia Monty  ,42949,Banda 15,3,8742,524.52,1311.3
L07638,Hardware,Margarete Sauer  ,40801,Banda 15,4,11152.9,780.703,557.645
R-7936,Hardware,Jeane Putney  ,41902,Banda 15,2,12902.4,1032.192,1677.312
L-7476,Software,Trudy Gaulding  ,42905,Banda 15,3,10127,708.89,303.81
A-7455,Marketing,Kandace Navin  ,40930,Banda 15,3,14064,843.84,843.84
A-7372,Hardware,Leontine Longacre  ,42989,Banda 20,3,86536,6057.52,2596.08
L08493,Hardware,Tyrell Herrmann  ,42036,Banda 16,4,24995.3,1499.718,249.953
R07787,RESO,Kimberely Houtz  ,41715,Banda 17,3,26430,2643,2643
L07304,Hardware,Saundra Smiddy  ,40633,Banda 15,4,9856,689.92,887.04
R-7944,Hardware,Daysi Armas  ,42581,Banda 15,3,12629,757.74,1641.77
G-7740,Software,Tomoko Parente  ,41693,Banda 16,2,14578.2,1166.256,1895.166
R-7946,Hardware,Idell Ding  ,42921,Banda 15,3,9357,561.42,842.13
R-8484,Hardware,Shonta Stefan  ,42333,Banda 16,4,24480.5,2203.245,2203.245
R07789,Hardware,Wade Landen  ,41113,Banda 15,4,13642.2,1091.376,272.844
A07478,Assembly,Willian Lahr  ,40854,Banda 16,3,14482,1013.74,2027.48
R07744,Software,Graciela Hufford  ,41171,Banda 16,3,14683,1174.64,734.15
L-7977,Hardware,Sandy Faison  ,42206,Banda 15,5,14415,864.9,288.3
R07448,Assembly,Edwardo Hardrick  ,43021,Banda 17,2,20028.6,2002.86,3004.29
L-7896,Assembly,Noble Portis  ,41602,Banda 16,2,15623.1,937.386,2343.465
R-7662,Hardware,Colene Apicella  ,42115,Banda 19,3,44149,3973.41,6622.35
L07771,Software,Edyth Judkins  ,42968,Banda 15,4,15902.7,1431.243,1272.216
A-7509,Software,Jeni Buchman  ,40968,Banda 15,2,7217.1,649.539,144.342
A-7661,Software,Valeria Boothby  ,41830,Banda 15,2,7300.8,657.072,1022.112
A08153,Business Services,Kristan Botelho  ,42722,Banda 15,4,13660.9,819.654,819.654
A-7753,Assembly,Daysi Armas  ,42388,Banda 18,5,43956.25,4395.625,3956.0625
G08450,Hardware,Tomoko Parente  ,42660,Banda 15,2,11321.1,566.055,1698.165
G-7626,Hardware,Elma Matheney  ,42721,Banda 15,2,7370.1,442.206,368.505
L-7686,Assembly,Lynne Gainey  ,41749,Banda 15,4,15798.2,789.91,1737.802
G08480,Software,Jeni Buchman  ,42479,Banda 15,4,13972.2,698.61,279.444
L07964,Recursos Humanos,Lindsey Eckel  ,42963,Banda 15,2,11286.9,677.214,1580.166
L-7867,Assembly,Krystyna Summerlin  ,42080,Banda 15,5,10170,711.9,508.5
A07803,Software,Marinda Skelley  ,42402,Banda 17,3,22294,1337.64,668.82
R-7524,Hardware,Shannan Dingess  ,41953,Banda 16,3,19869,1390.83,2582.97
L-8051,Hardware,Tomoko Parente  ,42120,Banda 16,3,18528,1111.68,1111.68
R-8491,Assembly,Adelia Monty  ,41139,Banda 16,2,16109.1,1288.728,1449.819
R07515,Hardware,Mayra Stead  ,42365,Banda 15,4,16467,823.35,2305.38
G-7386,Hardware,Lyla Falzone  ,40805,Banda 15,3,8170,735.3,1062.1
R07907,Software,Graciela Hufford  ,42163,Banda 16,3,20491,1844.19,1434.37
L-7408,Hardware,Aisha Fermin  ,41819,Banda 15,3,10792,647.52,1402.96
R07611,RESO,Frankie Koester  ,41296,Banda 15,4,11106.7,999.603,333.201
L08498,Software,Edyth Judkins  ,40921,Banda 19,3,48588,4858.8,7288.2
G07595,Assembly,Oneida Cosio  ,40981,Banda 20,4,120359.8,6017.99,13239.578
R-7957,Assembly,Porsche Lockamy  ,41410,Banda 15,3,12310,1107.9,615.5
R-7595,Hardware,Adalberto Mcferrin  ,42125,Banda 15,3,15481,928.86,1548.1
R-7517,Software,January Heslop  ,40521,Banda 16,2,14124.6,988.722,1553.706
A-7688,Hardware,Lourie Ealy  ,41783,Banda 16,3,17665,883.25,1236.55
A08190,Hardware,Santa Brister  ,42067,Banda 15,3,8288,663.04,828.8
A-7682,Administration,Gaylord Damian  ,41173,Banda 17,1,21462.75,1287.765,1931.6475
R-7983,Hardware,Justa Boer  ,42894,Banda 20,2,75011.4,6000.912,9751.482
A-8363,Assembly,Edyth Judkins  ,42179,Banda 16,2,13146.3,920.241,657.315
R07357,Software,Gabrielle Merriman  ,41665,Banda 16,4,21898.8,1094.94,2189.88
G08293,Software,Porsche Lockamy  ,42341,Banda 15,5,19163.75,1533.1,2874.5625
L07749,Hardware,Sha Desimone  ,41154,Banda 17,3,22328,2009.52,223.28
L07462,Assembly,Aisha Fermin  ,42870,Banda 15,4,11236.5,561.825,1011.285
G07593,Software,Idell Ding  ,41899,Banda 15,2,8433.9,759.051,674.712
G-8289,Software,Anastacia Delacruz  ,40798,Banda 16,3,14594,1021.58,2189.1
A-8104,Hardware,Heide Kardos  ,42907,Banda 16,3,20487,1434.09,409.74
R08105,Software,Ladawn Karner  ,41335,Banda 15,3,10515,736.05,1472.1
A08451,Hardware,Daysi Armas  ,41359,Banda 16,2,20171.7,1613.736,201.717
A-7590,Software,Cristopher Stroble  ,42301,Banda 15,3,14953,1196.24,448.59
R08048,Hardware,Lynne Gainey  ,42947,Banda 17,2,19268.1,1348.767,192.681
R08262,Assembly,Lindsey Eckel  ,42421,Banda 16,3,19833,1388.31,1586.64
R08170,Hardware,Trudy Gaulding  ,41054,Banda 15,2,7877.7,787.77,1102.878
R08084,Assembly,Gaylord Damian  ,41082,Banda 15,3,12330,1109.7,1233
G08391,Software,Leontine Longacre  ,41125,Banda 15,2,10374.3,1037.43,1452.402
L07987,Assembly,Tanner Cambridge  ,41749,Banda 16,2,13800.6,966.042,828.036
R-8388,Hardware,Kandace Navin  ,41222,Banda 18,3,40764,3261.12,3668.76
A08449,Software,Davina Farraj  ,42995,Banda 15,3,13858,692.9,831.48
R07840,RESO,Saundra Smiddy  ,41770,Banda 15,2,10299.6,926.964,411.984
A-7594,Software,Adelia Monty  ,42973,Banda 20,3,78407,5488.49,7840.7
G-7689,Hardware,Mary Herb  ,40991,Banda 18,2,36891,2213.46,737.82
R-8156,Hardware,Earnest Anderton  ,41039,Banda 15,4,14861,891.66,2080.54
R07435,Assembly,Graciela Hufford  ,42573,Banda 16,2,14127.3,847.638,1977.822
A08002,Software,Idell Ding  ,42782,Banda 15,4,15842.2,1425.798,2217.908
A07495,Software,Pandora Chang  ,42615,Banda 16,3,19149,1914.9,2489.37
G-7853,Hardware,Erich Gattis  ,40578,Banda 15,4,14405.6,720.28,720.28
A-8108,Recursos Humanos,Anastacia Delacruz  ,42430,Banda 15,3,12223,611.15,244.46
R-8145,Hardware,Aisha Fermin  ,42928,Banda 16,3,21277,1489.39,1276.62
L-7687,Software,Nathalie Boettcher  ,41602,Banda 16,3,22807,1824.56,912.28
R08016,Marketing,Lynne Gainey  ,42072,Banda 17,2,26693.1,1601.586,3470.103
L-7484,Assembly,Santa Brister  ,40657,Banda 16,2,19229.4,1346.058,2115.234
L08036,Marketing,Lourie Ealy  ,41538,Banda 15,3,14479,868.74,2171.85
R07487,Assembly,Sha Desimone  ,40971,Banda 16,2,18971.1,1138.266,948.555
L07968,Assembly,Margarete Sauer  ,42338,Banda 20,4,86244.4,6037.108,6899.552
L07351,RESO,Daysi Armas  ,41483,Banda 15,3,9053,452.65,452.65
L-7390,Software,Gerente,42290,Banda 15,5,17008.75,1700.875,2551.3125
L08138,Assembly,Mayra Stead  ,42549,Banda 19,4,62741.8,3137.09,1254.836
R07718,Hardware,Willian Lahr  ,41076,Banda 17,2,18957.6,1137.456,379.152
L07765,Assembly,Elton Verrier  ,42827,Banda 16,5,22807.5,1368.45,684.225
R-7837,Business Services,Tyrell Herrmann  ,42580,Banda 16,2,19650.6,1375.542,1375.542
L07379,Software,Nelia Sellner  ,41877,Banda 15,3,11764,588.2,1764.6
R-7435,Assembly,Tomoko Vierra  ,42901,Banda 15,4,11871.2,830.984,356.136
A07993,Assembly,Cristopher Stroble  ,43014,Banda 16,3,16886,1013.16,675.44
L08042,Hardware,Nena Custis  ,42643,Banda 17,2,24063.3,2165.697,3128.229
L-7967,Assembly,Geraldo Marty  ,43025,Banda 15,2,13320,1198.8,1998
G-7629,Software,Kristan Botelho  ,41482,Banda 18,4,33385,3338.5,4340.05
L08278,Assembly,Audrea Franke  ,41547,Banda 15,3,10893,980.37,762.51
A08315,Hardware,Mayra Stead  ,40509,Banda 16,4,18489.9,1109.394,2403.687
R08073,Assembly,Shannan Dingess  ,41247,Banda 16,1,13856.25,831.375,1524.1875
G-8470,Administration,Sandy Mcgrady  ,42680,Banda 15,4,10847.1,650.826,1193.181
R07754,Assembly,Herlinda Thorp  ,41160,Banda 15,4,13570.7,949.949,1221.363
G-8126,Software,Shenika Lamont  ,40581,Banda 18,4,51621.9,4129.752,2064.876
L08276,Business Services,Willian Lahr  ,43035,Banda 15,4,8812.1,616.847,1145.573
L08472,Administration,Sarai Darosa  ,41403,Banda 19,4,49833.3,2491.665,498.333
G07717,Assembly,Nelia Sellner  ,40840,Banda 15,3,13432,1208.88,1611.84
A07444,Software,Santa Brister  ,42873,Banda 15,2,8650.8,692.064,778.572
L07464,Assembly,Johnette Chapple  ,42781,Banda 15,4,15732.2,1258.576,314.644
L07617,Hardware,Krystyna Summerlin  ,41877,Banda 16,4,16772.8,838.64,335.456
G07997,Marketing,Sha Desimone  ,42810,Banda 15,3,14469,868.14,1591.59
L-8280,Software,Adelia Monty  ,42187,Banda 15,2,10305.9,515.295,1339.767
A-7331,Hardware,Saundra Smiddy  ,42630,Banda 15,4,16148,1614.8,1937.76
R07435,Software,Janene Wellman  ,41902,Banda 18,2,41148,2880.36,6172.2
L-8172,Hardware,Charisse Weist  ,40514,Banda 17,5,33501.25,2010.075,3350.125
G07438,Hardware,Kelley Bonenfant  ,42455,Banda 15,2,10047.6,602.856,703.332
G-8285,Recursos Humanos,Graciela Hufford  ,42464,Banda 15,3,8982,898.2,538.92
R-7427,Software,Herlinda Thorp  ,43018,Banda 15,3,8782,702.56,1229.48
A07757,Software,Tomoko Vierra  ,41897,Banda 15,3,15117,907.02,755.85
L08023,Software,Willian Lahr  ,41343,Banda 15,2,8823.6,882.36,441.18
L-7583,Marketing,Jeni Buchman  ,41228,Banda 15,4,9639.3,481.965,1445.895
R08271,Hardware,Jordon Deschamp  ,40747,Banda 15,4,11260.7,563.035,788.249
G-7593,Assembly,Edwardo Hardrick  ,41772,Banda 15,4,9904.4,891.396,1089.484
G08065,Marketing,Sha Desimone  ,41150,Banda 15,5,13636.25,1227.2625,1363.625
L07899,Assembly,Davina Farraj  ,41694,Banda 16,3,18285,1279.95,1645.65
L08198,Hardware,Aretha Newbern  ,42215,Banda 16,2,13824.9,1244.241,138.249
L-7454,RESO,Gabrielle Merriman  ,41315,Banda 20,4,125208.6,7512.516,12520.86
R-7433,Hardware,Jayme Tolleson  ,41686,Banda 15,5,10317.5,722.225,1341.275
L07486,Assembly,Davina Farraj  ,42478,Banda 15,2,7884,709.56,394.2
L-7561,Administration,Mary Herb  ,41327,Banda 15,3,9323,745.84,1025.53
L07805,Software,Anastacia Delacruz  ,40990,Banda 19,3,52173,5217.3,3652.11
L-8277,Hardware,Daysi Armas  ,40940,Banda 15,4,15774,1104.18,2208.36
R08165,Business Services,Sha Desimone  ,41089,Banda 15,3,10449,626.94,1149.39
R-7508,Business Services,Shonta Stefan  ,42313,Banda 15,3,10547,949.23,210.94
L07363,Recursos Humanos,Lyla Falzone  ,42952,Banda 15,3,13773,826.38,550.92
A-7623,Hardware,Tyrell Herrmann  ,42070,Banda 15,3,11275,1014.75,225.5
L-8436,Marketing,Brigida Arzate  ,41107,Banda 16,3,15447,1390.23,1544.7
G08084,Hardware,Aretha Newbern  ,42070,Banda 19,3,64266,5783.94,4498.62
G-8136,Assembly,Noble Portis  ,41624,Banda 17,3,32572,2605.76,977.16
A-7590,Assembly,Kimi Witter  ,42322,Banda 15,3,10303,721.21,618.18
R07355,Software,Oneida Cosio  ,41022,Banda 16,3,14708,1029.56,1470.8
G08116,Assembly,Santa Brister  ,40815,Banda 15,2,13344.3,667.215,266.886
G-8053,Assembly,Kimberely Houtz  ,41722,Banda 15,4,11793.1,825.517,707.586
L-7625,Software,Nathalie Boettcher  ,41704,Banda 16,3,18727,936.35,936.35
A-7911,Software,Sha Desimone  ,42081,Banda 17,4,23529,1176.45,3294.06
R-7754,Software,Leontine Longacre  ,41762,Banda 16,2,16533.9,1157.373,1818.729
R-7617,Assembly,Pandora Chang  ,42332,Banda 15,2,7859.7,550.179,550.179
A08437,Assembly,Erich Gattis  ,41222,Banda 16,4,20192.7,2019.27,605.781
R07798,Assembly,Mayme Gorney  ,41893,Banda 15,1,9064.5,725.16,906.45
G08247,Assembly,Quinn Coller  ,41838,Banda 15,4,15541.9,1243.352,1554.19
R07637,Hardware,Margareta Schwing  ,40815,Banda 15,4,10214.6,715.022,1430.044
G-8335,Software,Susanna Vosburgh  ,41606,Banda 15,2,7663.5,459.81,766.35
R08092,Software,Della Muniz  ,43020,Banda 16,3,20912,1045.6,1463.84
L-8245,Assembly,Lean Hersom  ,41380,Banda 17,5,31765,1905.9,4129.45
A08496,Assembly,Sha Desimone  ,41143,Banda 16,1,13143.75,1314.375,262.875
A-8044,Software,Sandy Mcgrady  ,42083,Banda 15,3,9848,492.4,1083.28
R07372,Assembly,Tanner Cambridge  ,42255,Banda 17,3,25210,2268.9,3025.2
L07987,Software,Gerente,42390,Banda 17,4,25833.5,1550.01,2841.685
R07306,Assembly,Sandy Faison  ,42684,Banda 16,4,23722.6,2135.034,2372.26
R07344,Hardware,Nelia Sellner  ,41010,Banda 16,4,24394.7,2439.47,243.947
R08474,Software,Lean Hersom  ,40787,Banda 15,2,11691,818.37,467.64
R-8333,Software,Leontine Longacre  ,41887,Banda 15,3,14687,1028.09,1028.09
A07892,Marketing,Clara Lamas  ,40518,Banda 15,2,7503.3,675.297,600.264
A-8479,Software,Sandy Faison  ,41869,Banda 15,2,11911.5,1072.035,833.805
G-8275,Administration,Brigida Arzate  ,41817,Banda 15,3,15278,763.9,458.34
R-7421,Administration,Geraldo Marty  ,42076,Banda 15,2,9513,475.65,1236.69
A07318,Recursos Humanos,Quinn Coller  ,41855,Banda 17,2,20001.6,1000.08,2600.208
G08492,Software,Pandora Chang  ,41145,Banda 16,3,18838,1130.28,1507.04
A-8445,Marketing,Anastacia Delacruz  ,40567,Banda 15,3,15198,1519.8,151.98
R07941,RESO,Roosevelt Saleem  ,42399,Banda 15,3,12955,1295.5,1813.7
A-7379,Assembly,Charisse Weist  ,40773,Banda 15,2,11851.2,1185.12,118.512
R-8256,Hardware,Wade Landen  ,42206,Banda 16,4,24200,1452,1936
R08353,Software,Audrea Franke  ,41543,Banda 15,3,12129,970.32,242.58
L08159,Assembly,Earnest Anderton  ,40942,Banda 17,5,26615,2129.2,3459.95
A07508,Assembly,Willian Lahr  ,40895,Banda 19,4,52889.1,2644.455,4760.019
L-7546,Software,Graciela Hufford  ,41473,Banda 15,3,11355,794.85,340.65
G-7746,Software,Graciela Hufford  ,41465,Banda 15,4,13312.2,1064.976,1464.342
G-8370,Assembly,Erich Gattis  ,41879,Banda 17,3,31492,3149.2,3779.04
G-7915,Hardware,Pandora Chang  ,42317,Banda 15,4,10412.6,728.882,1145.386
R07381,Software,Ileen Reynosa  ,42685,Banda 16,4,24472.8,1957.824,3670.92
R-7602,Software,Trudy Gaulding  ,40842,Banda 15,1,9018,811.62,1082.16
A08198,Software,Pandora Chang  ,42241,Banda 15,3,15236,1371.24,914.16
L07304,Assembly,Shannan Dingess  ,41468,Banda 15,4,10412.6,728.882,833.008
G-7736,Hardware,Pandora Chang  ,42088,Banda 16,5,19853.75,1588.3,2580.9875
A07910,Assembly,Susanna Vosburgh  ,41753,Banda 15,4,10676.6,1067.66,213.532
G08200,Hardware,Sha Desimone  ,41374,Banda 15,2,13138.2,656.91,1970.73
A-8323,Software,Candelaria Loya  ,41568,Banda 15,3,11483,688.98,1607.62
L-7515,Software,January Heslop  ,40640,Banda 16,4,25271.4,2274.426,2021.712
G-8297,Hardware,Johnette Chapple  ,41212,Banda 16,3,22927,1604.89,687.81
A07601,Software,Earnest Anderton  ,41780,Banda 15,2,9179.1,917.91,1101.492
L08263,Assembly,Audrie Ehlert  ,40886,Banda 16,4,18550.4,927.52,1484.032
A07591,Assembly,Margareta Schwing  ,41376,Banda 15,3,12322,862.54,739.32
L08036,Assembly,Laverna Goble  ,41386,Banda 15,3,14229,1422.9,569.16
L07478,Assembly,Margurite Everton  ,41910,Banda 15,4,14642.1,878.526,1757.052
L07526,Assembly,Gemma Percell  ,41265,Banda 15,2,11347.2,794.304,567.36
A-7693,Recursos Humanos,Nathalie Boettcher  ,42528,Banda 16,5,17628.75,1234.0125,1057.725
L-7736,Software,Margarete Sauer  ,42577,Banda 15,4,9713,777.04,194.26
G-7317,Business Services,Lyla Falzone  ,41853,Banda 15,4,16848.7,1684.87,1684.87
A07596,Software,Margarete Sauer  ,42880,Banda 17,2,28371.6,2553.444,567.432
R-7689,Assembly,Elma Matheney  ,41341,Banda 15,4,15105.2,1510.52,604.208
L-7802,Hardware,Tanner Cambridge  ,41109,Banda 15,2,8959.5,716.76,806.355
A-8218,Assembly,Sarai Darosa  ,41657,Banda 16,3,21967,1098.35,219.67
G07894,Marketing,Candelaria Loya  ,41793,Banda 15,5,12737.5,1273.75,1910.625
G-8120,Software,Laverna Goble  ,41873,Banda 19,1,39650.25,3965.025,1586.01
R07969,Software,Kimi Witter  ,42121,Banda 15,3,10317,722.19,103.17
A08027,Assembly,Tomoko Parente  ,40859,Banda 17,1,16233,1298.64,1298.64
L-7915,Assembly,Gabrielle Merriman  ,41576,Banda 15,3,14915,894.9,894.9
A-7732,Hardware,Oneida Cosio  ,42865,Banda 18,3,45983,3678.64,1839.32
G-7340,Assembly,Earnest Anderton  ,41729,Banda 16,2,13358.7,1335.87,935.109
R08242,Assembly,Juliet Pass  ,40606,Banda 15,2,10493.1,734.517,944.379
L-7967,Hardware,Tomoko Vierra  ,41325,Banda 15,3,14492,1014.44,1739.04
G-8441,Software,Emmy Trader  ,41840,Banda 16,3,21599,1079.95,1295.94
A-7318,Hardware,Tomoko Parente  ,42948,Banda 17,3,31861,3186.1,2548.88
G-7699,Business Services,Wade Landen  ,41305,Banda 20,3,63408,4438.56,8877.12
R-8153,Software,Lynne Gainey  ,42244,Banda 17,3,32906,2632.48,3290.6
G07586,Assembly,Shenika Lamont  ,41201,Banda 16,2,13119.3,918.351,1311.93
A-8289,Business Services,Sha Desimone  ,42193,Banda 18,4,39428.4,1971.42,788.568
R-7381,Assembly,Sterling Huston  ,41758,Banda 19,3,44837,3586.96,3586.96
A08344,Administration,Sterling Huston  ,41211,Banda 15,3,15026,901.56,1652.86
A-8207,Assembly,Wade Landen  ,41425,Banda 16,4,21896.6,1532.762,3284.49
L-8350,Software,Heide Kardos  ,43020,Banda 15,4,16198.6,1133.902,2429.79
R-7524,Assembly,Audrea Franke  ,42152,Banda 15,1,8508.75,680.7,1021.05
L-8202,Assembly,Adelia Monty  ,40925,Banda 15,3,13128,787.68,918.96
L-8465,Recursos Humanos,Kandace Navin  ,42818,Banda 15,3,12245,612.25,367.35
A-7736,Software,January Heslop  ,42377,Banda 17,2,27120.6,2169.648,542.412
R-8349,Assembly,Idell Ding  ,40896,Banda 16,4,15909.3,1113.651,1113.651
A07600,Hardware,Hanh Kohut  ,41409,Banda 15,4,14080,1267.2,844.8
G07887,Hardware,Lynne Gainey  ,42619,Banda 16,4,24395.8,2195.622,731.874
A-8000,Administration,Jordon Deschamp  ,42442,Banda 16,3,22051,1102.55,2646.12
A07459,Hardware,Laverna Goble  ,42059,Banda 17,2,27073.8,2436.642,812.214
R08082,Hardware,Edwardo Hardrick  ,41395,Banda 18,1,25959.75,1817.1825,1817.1825
L07353,Hardware,Valeria Boothby  ,42866,Banda 18,3,38192,2291.52,5728.8
R07598,Assembly,Jayme Tolleson  ,40988,Banda 16,4,17178.7,1030.722,1889.657
R-7614,Marketing,Kandace Navin  ,41035,Banda 15,2,11147.4,557.37,557.37
L08160,Hardware,Candelaria Loya  ,42054,Banda 16,3,19252,962.6,2310.24
R-7436,Hardware,Hanh Kohut  ,41025,Banda 16,3,17467,1222.69,2445.38
L-8391,Software,Kimi Witter  ,41811,Banda 15,2,9655.2,482.76,868.968
G07338,Software,Alysia Thaxton  ,40996,Banda 19,1,34659,3119.31,3812.49
R08117,Hardware,Margareta Schwing  ,40909,Banda 17,3,31633,1897.98,3795.96
A-7745,Marketing,Roosevelt Saleem  ,42229,Banda 15,4,11328.9,793.023,453.156
R08371,Hardware,Adalberto Mcferrin  ,41973,Banda 17,2,25469.1,2292.219,3820.365
R-7822,Assembly,Mayra Stead  ,40498,Banda 15,4,11808.5,1180.85,944.68
A-7918,Software,Henry Maberry  ,42401,Banda 18,3,40663,3253.04,4879.56
G-7391,Business Services,Margurite Everton  ,41528,Banda 15,1,7668,690.12,920.16
A07454,Recursos Humanos,Candelaria Loya  ,42095,Banda 15,4,13730.2,686.51,961.114
R-8194,Hardware,Kimi Witter  ,42528,Banda 17,3,24659,2465.9,1726.13
L07839,Business Services,Pandora Chang  ,41611,Banda 15,2,13798.8,965.916,1379.88
L08029,Hardware,Kimberely Houtz  ,40744,Banda 17,3,26650,2665,2665
A07736,Administration,Aisha Fermin  ,41261,Banda 15,2,7518.6,676.674,451.116
L07359,RESO,Gemma Percell  ,42035,Banda 16,5,19183.75,959.1875,575.5125
L08013,Assembly,Susanna Vosburgh  ,41277,Banda 17,2,22354.2,1564.794,1564.794
L07315,Hardware,Krystyna Summerlin  ,40991,Banda 18,3,45982,3678.56,5058.02
G07431,Software,Leontine Longacre  ,41599,Banda 16,2,19703.7,1379.259,2955.555
R-7637,Assembly,Elton Verrier  ,41237,Banda 15,3,14668,1173.44,146.68
R-7342,Software,Graciela Hufford  ,40629,Banda 18,3,44856,3139.92,6279.84
R-8105,Hardware,Porsche Lockamy  ,43017,Banda 18,4,38666.1,3479.949,5026.593
L-8324,Hardware,Audrie Ehlert  ,42248,Banda 18,5,46426.25,3249.8375,4642.625
G-7906,Administration,Concepcion Sevin  ,41519,Banda 15,4,13366.1,668.305,1069.288
A-7960,Software,Kandace Navin  ,42854,Banda 17,2,26540.1,2654.01,2388.609
A07621,Assembly,Sarai Darosa  ,41073,Banda 15,4,11885.5,1188.55,1188.55
R-8112,Hardware,Roosevelt Saleem  ,40580,Banda 17,3,29551,2068.57,2659.59
A07875,Assembly,Anastacia Delacruz  ,42470,Banda 16,3,21619,1297.14,3242.85
L08463,RESO,Jeane Putney  ,41273,Banda 19,3,56920,2846,2276.8
A08286,Hardware,Jeni Buchman  ,42570,Banda 16,4,22991.1,1379.466,919.644
L-7552,Software,Nathalie Boettcher  ,42573,Banda 16,3,18120,906,543.6
R08020,Assembly,Gemma Percell  ,42448,Banda 17,4,24090,1445.4,2649.9
R07617,Hardware,Kristan Botelho  ,41775,Banda 15,4,15822.4,1265.792,791.12
L08390,Software,Lyla Falzone  ,41432,Banda 15,2,9699.3,872.937,1163.916
A07521,Assembly,Lindsey Eckel  ,42966,Banda 16,2,12733.2,636.66,1909.98
R-8084,Assembly,Gabrielle Merriman  ,40995,Banda 15,3,8234,823.4,905.74
L-7989,Hardware,Jeane Putney  ,41991,Banda 15,3,13678,1367.8,820.68
L-8062,Hardware,Candelaria Loya  ,42950,Banda 15,2,9577.8,478.89,574.668
G-8403,Hardware,Graciela Hufford  ,42622,Banda 15,3,11867,593.35,118.67
R-8368,Hardware,Coreen Washer  ,42015,Banda 18,2,37026,1851.3,2221.56
G07607,Hardware,Elton Verrier  ,42349,Banda 16,2,17579.7,878.985,703.188
L-7790,Assembly,Alysia Thaxton  ,41359,Banda 15,4,16152.4,969.144,969.144
A08137,Software,Wade Landen  ,42277,Banda 15,2,7636.5,763.65,305.46
