uid,area,gerente,fecha,banda,calificacion,salario,seguro
L07530,Ventas,Justa Boer  ,2013-12-09,Banda 19,2,56504.7,2825.235
L07534,Recursos Humanos,Quinn Coller  ,2014-08-04,Banda 17,2,20001.6,1000.08
L07535,Hardware,Erich Gattis  ,2010-12-25,Banda 16,2,17868.6,1429.4879999999998
L07536,Software,Graciela Hufford  ,2012-09-19,Banda 16,3,14683.0,1174.64
L07541,Software,Geraldo Marty  ,2012-04-20,Banda 16,3,18598.0,1673.82
L07543,Business Services,Lyla Falzone  ,2010-11-25,Banda 15,3,8766.0,438.3
L07546,Hardware,Justa Boer  ,2017-06-08,Banda 20,2,75011.4,6000.911999999999
L07549,Hardware,Susanna Vosburgh  ,2016-06-27,Banda 15,2,11051.1,884.0880000000001
L07551,Business Services,Gabrielle Merriman  ,2017-01-21,Banda 16,4,24773.1,1734.1170000000002
L07553,Software,Leontine Longacre  ,2011-10-04,Banda 15,2,10888.2,762.174
L07554,Marketing,Ladawn Karner  ,2012-07-19,Banda 16,3,16331.0,1633.1
L07555,RESO,Elton Verrier  ,2016-12-08,Banda 15,2,8409.6,420.48
L07556,Assembly,Aretha Newbern  ,2015-04-26,Banda 17,5,39525.0,3162.0
L07558,Hardware,Mary Herb  ,2011-11-22,Banda 15,2,11108.7,888.696
L07560,Administration,Henry Maberry  ,2016-08-22,Banda 15,3,12657.0,1012.56
L07567,Hardware,Kelley Bonenfant  ,2017-11-02,Banda 15,3,11434.0,571.7
L07569,Software,Audrie Ehlert  ,2016-06-02,Banda 15,3,15449.0,772.45
L07570,Hardware,Janene Wellman  ,2012-01-08,Banda 15,2,7816.5,390.825
L07572,Assembly,Idell Ding  ,2010-11-13,Banda 15,2,9092.7,545.562
L07575,Hardware,Trudy Gaulding  ,2014-10-14,Banda 16,5,18736.25,1311.5375
L07577,Assembly,Elayne Gauger  ,2012-01-21,Banda 15,3,15129.0,1361.61
L07579,Finanzas,Nena Custis  ,2017-01-01,Banda 18,2,39678.3,3967.83
L07583,Assembly,Janene Wellman  ,2013-08-10,Banda 18,4,44388.3,2219.415
L07585,Software,Laverna Goble  ,2013-03-27,Banda 16,2,18582.3,1672.4070000000002
L07588,Assembly,Geraldo Marty  ,2014-01-14,Banda 15,2,8812.8,793.1519999999999
L07596,Assembly,Leontine Longacre  ,2014-11-17,Banda 15,2,11123.1,667.3860000000001
L07599,Hardware,Idell Ding  ,2013-03-13,Banda 15,3,10658.0,1065.8
L07601,Software,Jayme Tolleson  ,2017-01-30,Banda 15,2,7947.0,556.29
L07605,Hardware,Henry Maberry  ,2015-04-16,Banda 16,3,18952.0,1516.16
L07613,Assembly,Laverna Goble  ,2013-04-22,Banda 15,3,14229.0,1422.9
L07615,Assembly,Janene Wellman  ,2016-05-05,Banda 15,3,8097.0,566.79
L07617,Software,Margurite Everton  ,2014-04-16,Banda 15,3,9852.0,689.64
L07619,Assembly,Sarai Darosa  ,2014-01-18,Banda 16,3,21967.0,1098.35
L07620,Assembly,Kristan Botelho  ,2010-11-29,Banda 15,3,13320.0,932.4
L07625,Software,Kandace Navin  ,2017-05-09,Banda 16,4,21159.6,1481.172
L07626,Assembly,Sha Desimone  ,2013-10-11,Banda 15,4,10304.8,1030.48
L07632,Hardware,Laverna Goble  ,2011-07-05,Banda 15,3,13676.0,1230.84
L07638,Hardware,Herlinda Thorp  ,2011-02-08,Banda 15,2,12956.4,1036.512
L07639,Hardware,Herlinda Thorp  ,2013-08-17,Banda 15,4,10331.2,516.56
L07644,Software,Charisse Weist  ,2017-01-22,Banda 17,3,21255.0,1275.3
L07650,Assembly,Porsche Lockamy  ,2013-05-16,Banda 15,3,12310.0,1107.9
L07652,Software,Ileen Reynosa  ,2013-08-15,Banda 15,3,11527.0,1152.7
L07654,Recursos Humanos,Jordon Deschamp  ,2017-04-28,Banda 15,3,15336.0,1073.52
L07658,Software,Emmy Trader  ,2013-09-06,Banda 15,3,13098.0,785.88
L07660,Hardware,Adalberto Mcferrin  ,2014-11-30,Banda 17,2,25469.1,2292.219
L07664,Software,Valeria Boothby  ,2015-10-06,Banda 15,2,8620.2,689.6160000000001
L07665,Software,Johnette Chapple  ,2015-08-02,Banda 15,4,13618.0,1225.62
L07672,RESO,Saundra Smiddy  ,2014-09-09,Banda 20,4,87215.7,5232.942
L07673,Hardware,Daysi Armas  ,2012-02-01,Banda 15,4,15774.0,1104.18
L07675,Assembly,Oneida Cosio  ,2014-04-24,Banda 15,3,11943.0,597.15
L07678,Software,Enrique Kehrer  ,2017-03-14,Banda 16,1,11592.75,811.4925
L07679,Software,Janene Wellman  ,2017-04-14,Banda 15,4,15750.9,787.545
L07682,Hardware,Lynne Gainey  ,2017-07-17,Banda 17,4,31212.5,2809.125
L07683,Hardware,Davina Farraj  ,2015-06-13,Banda 15,2,9681.3,677.691
L07687,Hardware,Elton Verrier  ,2016-04-07,Banda 15,5,13845.0,692.25
L07689,Assembly,Shenika Lamont  ,2015-11-16,Banda 15,3,11900.0,1071.0
L07695,Administration,Mayra Stead  ,2015-07-09,Banda 17,2,28840.5,2884.05
L07696,Recursos Humanos,Coreen Washer  ,2014-09-21,Banda 20,3,97784.0,7822.72
L07698,Finanzas,Marinda Skelley  ,2014-03-04,Banda 15,3,13302.0,1330.2
L07700,RESO,Kandace Navin  ,2016-08-14,Banda 15,3,10542.0,527.1
L07702,Software,Susanna Vosburgh  ,2012-11-11,Banda 15,5,16675.0,1334.0
L07703,Software,Charisse Weist  ,2013-11-11,Banda 15,3,14805.0,1036.35
L07704,Hardware,Heide Kardos  ,2016-05-31,Banda 18,2,33288.3,2330.181
L07709,Assembly,Nelia Sellner  ,2017-07-09,Banda 17,1,21144.75,2114.475
L07718,Business Services,Edwardo Hardrick  ,2015-01-31,Banda 15,3,8852.0,442.6
L07719,Ventas,Elton Verrier  ,2016-07-31,Banda 16,4,24357.3,2192.157
L07720,Finanzas,Edwardo Hardrick  ,2015-09-14,Banda 18,3,34262.0,2055.72
L07728,Administration,Sterling Huston  ,2012-10-29,Banda 15,3,15026.0,901.56
L07737,Hardware,Shannan Dingess  ,2014-12-24,Banda 17,5,32948.75,1976.925
L07741,Finanzas,Laverna Goble  ,2011-07-06,Banda 15,4,10191.5,917.235
L07742,Recursos Humanos,Gabrielle Merriman  ,2014-08-15,Banda 15,4,13238.5,1191.465
L07749,Marketing,Kandace Navin  ,2012-01-22,Banda 15,3,14064.0,843.84
L07751,Hardware,Kandace Navin  ,2012-08-28,Banda 15,1,7965.0,557.55
L07755,Hardware,Gabrielle Merriman  ,2017-02-28,Banda 15,5,14052.5,1264.725
L07756,Finanzas,Clara Lamas  ,2012-10-04,Banda 16,4,19233.5,1346.345
L07757,Hardware,Adelia Monty  ,2017-02-06,Banda 15,2,11862.9,830.403
L07765,Ventas,Oneida Cosio  ,2012-08-04,Banda 17,4,34161.6,3416.16
L07771,Ventas,Sandy Faison  ,2015-12-07,Banda 17,2,18985.5,1518.84
L07774,Software,Cristopher Stroble  ,2010-12-02,Banda 16,4,17200.7,1720.07
L07779,Business Services,Adelia Monty  ,2017-08-02,Banda 15,3,8742.0,524.52
L07784,Ventas,Santa Brister  ,2013-07-28,Banda 15,2,11400.3,912.0239999999999
L07788,Ventas,Davina Farraj  ,2013-01-11,Banda 18,3,44606.0,3568.48
L07789,Finanzas,Jeni Buchman  ,2011-09-16,Banda 16,5,28330.0,2549.7
L07792,Finanzas,Erich Gattis  ,2015-07-06,Banda 15,4,15222.9,1522.29
L07793,Assembly,Cristopher Stroble  ,2016-12-14,Banda 15,2,8599.5,859.95
L07795,Finanzas,Shenika Lamont  ,2013-01-05,Banda 17,3,26611.0,2394.99
L07798,Finanzas,Brigida Arzate  ,2013-04-08,Banda 18,3,32723.0,2617.84
L07804,Hardware,Edyth Judkins  ,2014-04-16,Banda 19,2,52836.3,4755.267
L07805,Software,Gemma Percell  ,2014-11-01,Banda 15,2,13242.6,1324.26
L07806,Finanzas,Mayme Gorney  ,2012-07-14,Banda 15,3,10586.0,741.02
L07809,Assembly,Heide Kardos  ,2017-01-22,Banda 17,3,24922.0,1993.76
L07815,Ventas,Lyla Falzone  ,2012-04-21,Banda 16,4,20654.7,1858.9229999999998
L07816,Software,Adelia Monty  ,2016-07-10,Banda 16,2,20109.6,1608.7679999999998
L07822,Ventas,Sandy Faison  ,2012-03-25,Banda 15,2,8110.8,648.864
L07826,Software,Henry Maberry  ,2015-02-20,Banda 15,5,12330.0,863.1
L07828,Assembly,Edyth Judkins  ,2016-08-28,Banda 15,3,8381.0,586.67
L07837,Software,Cristopher Stroble  ,2011-11-13,Banda 16,4,16601.2,1162.0839999999998
L07838,Software,Adalberto Mcferrin  ,2011-06-01,Banda 15,4,15749.8,787.49
L07839,Ventas,Sandy Faison  ,2014-06-28,Banda 15,3,8210.0,574.7
L07843,Hardware,Edyth Judkins  ,2013-05-29,Banda 17,4,23477.3,1878.184
L07845,Software,Kelley Bonenfant  ,2013-06-03,Banda 20,3,57775.0,5199.75
L07850,Hardware,Daysi Armas  ,2013-03-26,Banda 16,2,20171.7,1613.736
L07852,Ventas,Sandy Mcgrady  ,2014-07-08,Banda 15,2,13037.4,912.618
L07857,Software,Janene Wellman  ,2014-06-30,Banda 15,3,9520.0,856.8
L07861,Ventas,Clara Lamas  ,2011-01-18,Banda 15,4,15838.9,1267.112
L07862,Finanzas,Sandy Faison  ,2010-11-12,Banda 15,2,9137.7,913.77
L07869,Hardware,Laverna Goble  ,2011-10-09,Banda 15,3,12409.0,620.45
L07873,Assembly,Gerente,2017-10-15,Banda 15,3,13661.0,683.05
L07875,Hardware,Anastacia Delacruz  ,2015-08-16,Banda 15,4,16084.2,965.052
L07879,Recursos Humanos,Kandace Navin  ,2016-07-15,Banda 16,3,20125.0,1610.0
L07883,Gerencia,Anastacia Delacruz  ,2014-03-11,Banda 19,2,47468.7,4746.87
L07885,Finanzas,Margurite Everton  ,2011-02-03,Banda 16,3,17656.0,1059.36
L07886,Assembly,Lean Hersom  ,2017-10-23,Banda 15,3,13044.0,652.2
L07887,Hardware,Lindsey Eckel  ,2014-02-07,Banda 15,4,10256.4,923.076
L07894,Ventas,Sterling Huston  ,2015-10-05,Banda 19,5,56535.0,2826.75
L07895,Recursos Humanos,Herlinda Thorp  ,2012-05-12,Banda 15,2,13541.4,1218.726
L07896,Hardware,Graciela Hufford  ,2015-12-23,Banda 15,2,13192.2,1055.376
L07897,Ventas,Earnest Anderton  ,2013-03-19,Banda 16,4,20508.4,1640.672
L07899,Ventas,Nena Custis  ,2013-08-10,Banda 20,3,94057.0,8465.13
L07900,Software,Lindsey Eckel  ,2012-12-22,Banda 20,5,108710.0,9783.9
L07902,Hardware,Herlinda Thorp  ,2016-12-28,Banda 16,3,15897.0,794.85
L07916,Ventas,Susanna Vosburgh  ,2017-01-26,Banda 15,3,8142.0,407.1
L07920,Finanzas,Della Muniz  ,2017-05-13,Banda 16,4,21712.9,2171.29
L07921,Assembly,Kelley Bonenfant  ,2014-03-11,Banda 17,1,19467.0,1752.03
L07923,RESO,Gemma Percell  ,2013-03-22,Banda 15,3,11349.0,794.43
L07924,Software,Valeria Boothby  ,2014-07-10,Banda 15,2,7300.8,657.072
L07933,Hardware,Oneida Cosio  ,2017-07-27,Banda 17,3,30949.0,3094.9
L07940,Software,Noble Portis  ,2013-06-27,Banda 16,5,26762.5,2141.0
L07941,Assembly,Susanna Vosburgh  ,2017-02-15,Banda 17,4,29266.6,2341.328
L07945,Hardware,Charisse Weist  ,2014-08-17,Banda 15,3,10062.0,1006.2
L07947,Hardware,Brigida Arzate  ,2013-03-22,Banda 15,4,10835.0,866.8
L07950,Software,Porsche Lockamy  ,2015-12-03,Banda 15,5,19163.75,1533.1
L07953,Hardware,Gerente,2012-03-18,Banda 18,3,42641.0,2984.87
L07954,Finanzas,Edwardo Hardrick  ,2012-05-26,Banda 17,3,22700.0,2270.0
L07955,Ventas,Johnette Chapple  ,2016-05-25,Banda 20,5,107403.75,9666.3375
L07960,Hardware,Ladawn Karner  ,2013-07-27,Banda 16,4,20458.9,1432.1229999999998
L07961,Hardware,Nena Custis  ,2016-07-18,Banda 15,4,15827.9,1107.953
L07964,Hardware,Mayra Stead  ,2016-07-31,Banda 16,3,18824.0,1317.68
L07968,Software,Margarete Sauer  ,2015-08-28,Banda 19,5,57995.0,4639.6
L07971,Administration,Elayne Gauger  ,2015-09-24,Banda 15,3,13323.0,932.61
L07975,Administration,Valeria Boothby  ,2016-12-25,Banda 15,5,13187.5,791.25
L07987,Software,Colene Apicella  ,2016-03-27,Banda 17,5,38241.25,3441.7125
L07988,Software,Margurite Everton  ,2016-08-18,Banda 16,4,24852.3,1242.615
L07991,Hardware,Ileen Reynosa  ,2017-09-03,Banda 19,2,55270.8,3316.248
L07994,Assembly,Lynne Gainey  ,2013-07-27,Banda 15,4,12634.6,1137.114
L07996,Hardware,Geraldo Marty  ,2013-01-18,Banda 15,2,10871.1,543.555
L07997,Hardware,Tyrell Herrmann  ,2015-02-01,Banda 16,4,24995.3,1499.7179999999998
L07998,Hardware,Herlinda Thorp  ,2011-07-15,Banda 15,1,9099.75,545.985
L07999,Software,Porsche Lockamy  ,2016-03-17,Banda 16,2,16422.3,1642.23
L08001,Assembly,Justa Boer  ,2012-04-29,Banda 15,2,13845.6,692.28
L08002,Hardware,Herlinda Thorp  ,2015-10-21,Banda 15,3,9433.0,848.97
L08005,Recursos Humanos,Marinda Skelley  ,2017-07-16,Banda 20,2,82626.3,4131.315
L08013,Hardware,Gabrielle Merriman  ,2017-02-13,Banda 16,2,18387.9,1654.911
L08015,Marketing,Geraldo Marty  ,2016-06-27,Banda 15,3,9563.0,669.41
L08016,Assembly,Concepcion Sevin  ,2010-11-22,Banda 15,3,11740.0,1174.0
L08017,Assembly,Oneida Cosio  ,2012-03-13,Banda 20,4,120359.8,6017.99
L08018,Recursos Humanos,Lindsey Eckel  ,2017-08-16,Banda 15,2,11286.9,677.2139999999999
L08023,Software,Tyrell Herrmann  ,2010-12-15,Banda 18,2,30053.7,2704.833
L08025,Software,Anastacia Delacruz  ,2012-06-02,Banda 18,3,39321.0,1966.05
L08026,Hardware,Sha Desimone  ,2017-04-22,Banda 16,4,21627.1,1946.4389999999999
L08029,Assembly,Noble Portis  ,2015-02-13,Banda 16,3,22205.0,2220.5
L08030,Marketing,Anastacia Delacruz  ,2012-11-26,Banda 15,3,12537.0,752.22
L08031,Ventas,Kimberely Houtz  ,2015-10-18,Banda 15,2,11412.9,1027.161
L08032,Hardware,Erich Gattis  ,2017-03-08,Banda 16,2,13905.0,695.25
L08035,Software,Johnette Chapple  ,2016-05-23,Banda 18,1,34617.0,2769.36
L08036,Software,Della Muniz  ,2010-11-12,Banda 15,3,11962.0,837.34
L08037,Hardware,Shenika Lamont  ,2015-05-30,Banda 17,2,19086.3,1908.63
L08041,Hardware,Adalberto Mcferrin  ,2014-03-14,Banda 15,2,13138.2,1313.82
L08042,Hardware,Marinda Skelley  ,2015-09-01,Banda 17,5,32463.75,3246.375
L08046,Software,Kimberely Houtz  ,2010-11-30,Banda 15,3,12565.0,879.55
L08054,Assembly,Coreen Washer  ,2016-03-08,Banda 17,3,28218.0,1693.08
L08056,Software,Herlinda Thorp  ,2014-01-09,Banda 17,2,25391.7,2285.2529999999997
L08062,Finanzas,Shannan Dingess  ,2014-12-24,Banda 16,2,19430.1,971.505
L08063,Hardware,Porsche Lockamy  ,2011-12-18,Banda 15,3,14261.0,855.66
L08072,Software,Laverna Goble  ,2011-12-11,Banda 15,3,10691.0,855.28
L08075,Assembly,Shonta Stefan  ,2014-12-23,Banda 15,3,13676.0,1367.6
L08078,Software,Alysia Thaxton  ,2010-12-18,Banda 15,3,15045.0,1504.5
L08080,Software,Kimi Witter  ,2016-05-12,Banda 16,2,16226.1,1622.61
L08082,Hardware,Geraldo Marty  ,2014-07-16,Banda 15,2,9063.0,453.15
L08083,Assembly,Veola Frase  ,2012-01-15,Banda 15,3,12785.0,1150.65
L08089,Hardware,Kelley Bonenfant  ,2014-09-16,Banda 17,3,21481.0,2148.1
L08092,Software,Gabrielle Merriman  ,2013-11-25,Banda 16,3,17771.0,1243.97
L08093,Assembly,Kristan Botelho  ,2014-07-06,Banda 15,4,12586.2,1258.62
L08094,Finanzas,Lean Hersom  ,2012-03-05,Banda 17,3,26337.0,2633.7
L08097,Software,Ileen Reynosa  ,2011-01-15,Banda 20,3,96250.0,6737.5
L08103,Software,Sha Desimone  ,2012-09-05,Banda 17,4,35381.5,1769.075
L08104,Recursos Humanos,Frankie Koester  ,2014-08-06,Banda 15,3,13571.0,678.55
L08109,Finanzas,Elton Verrier  ,2017-05-01,Banda 17,4,32686.5,2614.92
L08113,Ventas,Della Muniz  ,2011-01-11,Banda 15,3,12931.0,1293.1
L08115,Assembly,Kimberely Houtz  ,2017-01-29,Banda 15,1,8259.0,660.72
L08116,Assembly,Ladawn Karner  ,2015-02-12,Banda 16,2,18064.8,1445.184
L08117,Software,Alysia Thaxton  ,2013-03-23,Banda 17,1,23430.0,1640.1
L08118,Software,Janene Wellman  ,2012-06-07,Banda 15,5,15692.5,1412.325
L08123,Ventas,Margurite Everton  ,2012-04-03,Banda 17,4,32683.2,2614.656
L08128,Recursos Humanos,Candelaria Loya  ,2015-04-01,Banda 15,4,13730.2,686.51
L08129,Ventas,Erich Gattis  ,2011-02-21,Banda 16,3,22676.0,1587.32
L08131,Finanzas,Charisse Weist  ,2017-10-01,Banda 15,3,12495.0,1249.5
L08134,Gerencia,Ladawn Karner  ,2013-01-14,Banda 15,3,12080.0,604.0
L08137,Business Services,Santa Brister  ,2014-06-04,Banda 16,3,18022.0,1261.54
L08138,Hardware,Trudy Gaulding  ,2014-03-27,Banda 15,3,14364.0,861.84
L08140,Assembly,Candelaria Loya  ,2012-09-12,Banda 15,4,10013.3,600.798
L08144,Assembly,Concepcion Sevin  ,2014-06-22,Banda 15,4,11100.1,666.0060000000001
L08145,Software,Geraldo Marty  ,2013-09-25,Banda 16,4,24741.2,2226.708
L08147,Ventas,Earnest Anderton  ,2015-02-05,Banda 18,4,40631.8,2031.59
L08149,Hardware,Jayme Tolleson  ,2011-11-06,Banda 15,3,14496.0,869.76
L08153,Assembly,Roosevelt Saleem  ,2014-01-01,Banda 15,3,10237.0,921.33
L08156,Hardware,Margareta Schwing  ,2015-12-16,Banda 17,2,21344.4,2134.44
L08159,Software,Sha Desimone  ,2013-01-23,Banda 15,3,10756.0,645.36
L08160,RESO,Herlinda Thorp  ,2012-11-06,Banda 15,3,10218.0,613.08
L08162,Hardware,Roosevelt Saleem  ,2014-01-21,Banda 15,4,13431.0,671.55
L08166,Hardware,Margareta Schwing  ,2012-01-01,Banda 17,3,31633.0,1897.98
L08167,Finanzas,Ileen Reynosa  ,2015-11-11,Banda 17,3,21242.0,1699.36
L08168,Finanzas,Willian LaRH  ,2011-11-25,Banda 17,3,21016.0,1681.28
L08171,Software,Colene Apicella  ,2012-10-11,Banda 15,3,10556.0,633.36
L08172,Assembly,Enrique Kehrer  ,2015-01-10,Banda 15,3,13891.0,1111.28
L08175,Software,Aretha Newbern  ,2017-10-04,Banda 15,4,11170.5,1117.05
L08179,Administration,Frankie Koester  ,2010-12-21,Banda 18,3,33170.0,3317.0
L08184,Finanzas,Idell Ding  ,2014-06-16,Banda 17,2,27752.4,1387.62
L08185,Hardware,Kimberely Houtz  ,2014-05-08,Banda 18,3,38864.0,1943.2
L08194,Hardware,Henry Maberry  ,2015-01-01,Banda 18,2,28073.7,1965.1589999999999
L08195,Ventas,Gaylord Damian  ,2016-10-16,Banda 15,4,11261.8,1126.18
L08198,Software,Adelia Monty  ,2015-04-30,Banda 15,2,8787.6,790.8839999999999
L08199,Finanzas,Pandora Chang  ,2014-06-25,Banda 15,3,15310.0,1377.9
L08200,Software,Mary Herb  ,2014-03-18,Banda 16,3,18531.0,1667.79
L08201,Software,Gerente,2011-04-12,Banda 15,3,9152.0,823.68
L08203,Software,Margurite Everton  ,2017-01-06,Banda 15,3,8389.0,503.34
L08205,Finanzas,Wade Landen  ,2017-06-20,Banda 17,4,34103.3,1705.165
L08210,Business Services,Charisse Weist  ,2013-02-19,Banda 16,4,23502.6,2350.26
L08211,Software,Earnest Anderton  ,2016-01-24,Banda 15,4,9131.1,821.799
L08214,Ventas,Ladawn Karner  ,2017-04-29,Banda 15,3,13885.0,1249.65
L08216,Software,Margurite Everton  ,2013-09-07,Banda 15,3,15392.0,1385.28
L08218,Recursos Humanos,Clara Lamas  ,2013-11-06,Banda 15,2,13797.0,1241.73
L08220,Assembly,Lourie Ealy  ,2014-09-15,Banda 16,3,21487.0,1933.83
L08227,Hardware,Margareta Schwing  ,2014-07-16,Banda 15,2,13327.2,1332.72
L08236,Assembly,Lynne Gainey  ,2017-01-17,Banda 16,3,19814.0,1386.98
L08237,Administration,Sha Desimone  ,2016-01-02,Banda 18,2,40667.4,2033.37
L08239,Assembly,Nathalie Boettcher  ,2013-11-04,Banda 15,4,13548.7,1219.383
L08241,Gerencia,Elma Matheney  ,2014-06-09,Banda 17,3,29531.0,2953.1
L08244,Business Services,Erich Gattis  ,2016-03-20,Banda 15,3,8583.0,429.15
L08248,Finanzas,Earnest Anderton  ,2016-04-22,Banda 17,2,28441.8,2559.762
L08250,Finanzas,Mayra Stead  ,2012-07-11,Banda 15,3,15266.0,1068.62
L08256,Gerencia,Willian LaRH  ,2010-12-12,Banda 16,2,15688.8,784.44
L08257,Software,Oneida Cosio  ,2012-04-23,Banda 16,3,14708.0,1029.56
L08258,Software,Valeria Boothby  ,2012-03-10,Banda 17,3,30729.0,2765.61
L08263,Hardware,Concepcion Sevin  ,2013-04-07,Banda 16,5,23022.5,1841.8
L08267,Software,Audrie Ehlert  ,2011-09-08,Banda 15,4,9225.7,830.313
L08268,Assembly,Roosevelt Saleem  ,2013-11-06,Banda 17,4,26408.8,1584.5279999999998
L08272,Assembly,Margurite Everton  ,2012-03-23,Banda 15,2,8699.4,782.946
L08276,Ventas,Margarete Sauer  ,2017-07-12,Banda 15,3,12948.0,647.4
L08278,Hardware,Clara Lamas  ,2017-03-19,Banda 17,4,23139.6,1619.7720000000002
L08282,RESO,Concepcion Sevin  ,2015-01-08,Banda 15,3,10431.0,625.86
L08284,Software,Lindsey Eckel  ,2010-12-22,Banda 15,2,9047.7,904.77
L08291,Assembly,Candelaria Loya  ,2011-03-10,Banda 15,4,16585.8,829.29
L08292,Assembly,Herlinda Thorp  ,2015-03-16,Banda 15,3,10417.0,520.85
L08296,Software,Herlinda Thorp  ,2017-04-27,Banda 15,2,9612.0,576.72
L08306,Gerencia,Aretha Newbern  ,2015-07-23,Banda 15,2,11016.0,881.28
L08308,Hardware,Shannan Dingess  ,2016-09-16,Banda 20,2,80134.2,7212.078
L08311,Software,Saundra Smiddy  ,2015-04-18,Banda 17,2,19618.2,1961.82
L08312,Finanzas,Shenika Lamont  ,2017-08-28,Banda 15,4,11315.7,792.0989999999999
L08315,Assembly,Shannan Dingess  ,2011-04-13,Banda 17,2,20132.1,1207.9260000000002
L08316,Ventas,Sarai Darosa  ,2016-10-13,Banda 17,4,23174.8,1158.74
L08318,Marketing,Elton Verrier  ,2014-09-30,Banda 16,3,22760.0,2048.4
L08320,Hardware,Margareta Schwing  ,2013-03-22,Banda 15,2,11970.0,837.9
L08322,Hardware,Jayme Tolleson  ,2017-10-16,Banda 17,2,29345.4,2054.178
L08325,Marketing,Audrea Franke  ,2014-08-19,Banda 15,4,13861.1,970.2769999999999
L08327,Assembly,Earnest Anderton  ,2016-02-05,Banda 18,3,44651.0,2679.06
L08328,Hardware,Tomoko Parente  ,2016-07-22,Banda 15,4,11691.9,701.5139999999999
L08329,Software,Davina Farraj  ,2017-01-04,Banda 15,5,13837.5,691.875
L08330,Assembly,Oneida Cosio  ,2016-02-24,Banda 15,2,12237.3,734.238
L08334,Assembly,Jeane Putney  ,2013-02-08,Banda 15,3,9937.0,794.96
L08336,Hardware,Willian Lahr  ,2012-06-16,Banda 17,2,18957.6,1137.4560000000001
L08343,Software,Sha Desimone  ,2014-10-30,Banda 18,1,31431.0,2828.79
L08347,Assembly,Mary Herb  ,2015-04-16,Banda 20,2,98352.0,7868.16
L08351,Software,Lindsey Eckel  ,2011-02-15,Banda 16,5,17906.25,1432.5
L08354,Hardware,Audrie Ehlert  ,2015-09-01,Banda 18,5,46426.25,3249.8375
L08355,Assembly,Audrie Ehlert  ,2015-09-11,Banda 15,2,12115.8,726.948
L08362,Assembly,Edyth Judkins  ,2012-05-29,Banda 16,2,14969.7,1347.273
L08365,Hardware,Pandora Chang  ,2011-10-23,Banda 15,2,13769.1,688.455
L08368,Software,Veola Frase  ,2014-12-20,Banda 15,2,12744.0,764.64
L08375,Software,Anastacia Delacruz  ,2016-01-24,Banda 16,3,17255.0,1725.5
L08381,Ventas,Lynne Gainey  ,2013-12-29,Banda 17,2,19991.7,1599.336
L08387,Assembly,Emmy Trader  ,2017-02-04,Banda 15,3,9978.0,698.46
L08388,Finanzas,Roosevelt Saleem  ,2013-08-08,Banda 15,3,9959.0,995.9
L08389,Ventas,Nelia Sellner  ,2016-01-21,Banda 16,5,21997.5,1539.825
L08390,Hardware,Geraldo Marty  ,2015-10-28,Banda 16,5,25176.25,1258.8125
L08393,Business Services,Gerente,2017-10-23,Banda 15,3,13656.0,955.92
L08397,Assembly,Kandace Navin  ,2013-09-26,Banda 16,4,19362.2,968.11
L08402,Assembly,Tomoko Parente  ,2011-11-12,Banda 17,1,16233.0,1298.64
L08406,Assembly,Audrea Franke  ,2012-06-19,Banda 15,3,9508.0,950.8
L08414,Marketing,Trudy Gaulding  ,2015-10-04,Banda 15,3,10304.0,1030.4
L08418,Assembly,Lindsey Eckel  ,2015-12-11,Banda 16,4,15627.7,1406.493
L08420,Finanzas,Tomoko Parente  ,2014-09-16,Banda 15,2,7690.5,384.525
L08426,Ventas,Earnest Anderton  ,2012-09-16,Banda 15,3,11081.0,1108.1
L08432,Software,Adalberto Mcferrin  ,2016-08-19,Banda 16,4,21510.5,1935.945
L08438,Assembly,Willian Lahr  ,2011-11-07,Banda 16,3,14482.0,1013.74
L08441,Software,Elton Verrier  ,2015-06-15,Banda 15,4,13429.9,805.794
L08445,Assembly,Candelaria Loya  ,2015-10-13,Banda 16,3,16293.0,814.65
L08450,Hardware,Valeria Boothby  ,2011-10-14,Banda 16,4,23392.6,1169.63
L08451,Gerencia,Elayne Gauger  ,2016-12-24,Banda 15,3,10196.0,815.68
L08456,Gerencia,Sterling Huston  ,2011-07-21,Banda 15,3,11236.0,1011.24
L08458,Recursos Humanos,Valeria Boothby  ,2017-08-01,Banda 15,3,9937.0,496.85
L08460,Software,Ileen Reynosa  ,2013-11-09,Banda 15,3,11677.0,583.85
L08463,Ventas,Quinn Coller  ,2015-09-23,Banda 16,3,22354.0,2235.4
L08466,Software,Justa Boer  ,2017-03-27,Banda 17,3,30827.0,2466.16
L08467,Ventas,Shenika Lamont  ,2015-11-21,Banda 16,4,17641.8,1764.18
L08472,Finanzas,Sarai Darosa  ,2011-12-30,Banda 15,3,15031.0,1503.1
L08481,Software,Clara Lamas  ,2013-04-13,Banda 18,3,41703.0,2919.21
L08482,Assembly,Willian Lahr  ,2013-12-18,Banda 18,1,30447.75,1826.865
L08484,Ventas,Roosevelt Saleem  ,2012-05-14,Banda 15,3,12096.0,604.8
L08490,Assembly,Nathalie Boettcher  ,2017-05-02,Banda 16,3,15261.0,915.66
L08491,Software,Janene Wellman  ,2011-10-05,Banda 15,4,10982.4,878.592
L08492,Finanzas,Porsche Lockamy  ,2017-04-17,Banda 16,3,18970.0,1327.9
L08493,Assembly,Roosevelt Saleem  ,2017-06-15,Banda 16,3,17698.0,1592.82
